url,priority,title,state
https://github.com/Significant-Gravitas/AutoGPT/issues/70,17.32,Support Auto-GPT delegating sub-tasks to other instances of itself,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7712,17.28,[Builder] Implementation of Error and Loading boundaries NextJS ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1554,17.240000000000002,Consecutive execute_shell should share last working directory.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/414,17.240000000000002,Support for GPT4All or other opensource models to reduce costs,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1299,17.2,Run execute_shell in same environment as execute_python_code,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3939,17.18,Updated Install Instructions to include activation sequence,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1697,17.12,In speak mode: ModuleNotFoundError: No module named 'gi',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3655,17.1,Support loading alternate LLMs via the plugin interface,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4564,17.0,"open pr repeatedly gets conflicts, how to resolve?",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2144,17.0,Project help: Tier 1 support volunteers are wanted,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1238,17.0,"Error: Invalid JSON, setting it to empty JSON now.",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3039,16.98,Define an architecture & support multiple project,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/165,16.9,"[ISSUE WITH NEW SCRIPTS UPDATE] Devs, since the update an hour ago this is a persistent issue. ",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/506,16.86,Instance Collaboration / AutoGPT Clustering,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7651,16.759999999999998,[Documentation] Link Error Navigation ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1104,16.759999999999998,Identify issues that need to be closed,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1459,16.7,Command Error Loop - 'dict' object ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/926,16.7,Bureaucrats wanted: defect tracking,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3839,16.68,[Challenge Experience] Better wiki,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5188,16.66,Restructure documentation website,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2154,16.64,Run Linting and Tests by default,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1454,16.64,Looking for help managing issues,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4433,16.62,Add policy to nexus plugin page,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6336,16.58,Instructions for local models,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2036,16.54,general feedback and issues,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4,16.54,Improve web-crawling system,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/97,16.48,Add support for poe api?,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3828,16.439999999999998,Incorrect github links,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/935,16.34,Legal entity help,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/35,16.32,License Question,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1573,16.259999999999998,program stuck,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/823,16.18,JSON Decoder Error every single time after a couple of runs,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5787,16.060000000000002,Frontend: Support Markdown formatting for step output,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1870,16.060000000000002,How can we help the core team with this huge backlog?,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6516,16.0,Error parsing JSON response with literal_eval unexpected character after line continuation character,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4964,16,"Plugin config is invalid, continuing without plugins. Error: stat: path should be string, bytes, os.PathLike or integer, not NoneType",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4752,16,"Error parsing JSON response with literal_eval invalid syntax (<unknown>, line 1)   JSON Validation Error: 'thoughts' is a required property",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3159,16,Why does it always search the web when answering questions? It should only search the web very infrequently,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2863,16.0,"strange,it keeps saying Command execute_python_file returned: Error: File 'xxxxx.py' does not exist.",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2711,16,"Application stuck in infinite loop with: Failed to fix AI output, telling the AI. Error: Invalid JSON   I apologize for the continued technical issues. At this point, it seems unlikely that we will be able to proceed with any further tasks on this system.  Therefore, I recommend that we end our session for now and wait until the issues have been resolved before attempting to proceed with any further tasks.",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2230,16.0,Python error after installation: ModuleNotFoundError: No module named 'numpy.core._multiarray_umath',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1622,16.0,SYSTEM:  Command execute_python_file returned: Error: Invalid file type. Only .py files are allowed.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1128,16,A solution to the inability to access the openai API. method openai. error. Timeout: Request timed out: HTTPSConnectionPool,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/600,16, Command read_file returned: Error: 'charmap' codec can't decode byte 0x8f in position 5482: character maps to <undefined>,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/243,16,Bug: sometimes return error `Command evaluate_code returned: Error: The model: gpt-4 does not exist` when execute with --gpt3only prefix,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1167,15.98,SYSTEM:  Command message_agent returned: Error: invalid literal for int() with base 10: 'gpt_agent',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7206,15.94,Add Support for Internationalization to AutoGPT,OPEN
https://github.com/Significant-Gravitas/AutoGPT/issues/4342,15.94,Command browse_website returned: Error: unknown error: Chrome failed to start: exited abnormally.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3847,15.92,Build the framework to be able to create a failing test simply from the logs/DEBUG people report,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2158,15.9,"Is it possible to replace  Chat-GPT with local offline model? For example, gpt4all, LLaMa, etc ",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1931,15.82,FEATURE REQ: Add support for LLAMA Loaders - the biggest community for ChatGPT data loaders,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/136,15.76,Ugly look on some CMD/CLI because of no escape sequences for color formatting - SOLUTION,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4109,15.719999999999999,Frozen runpy When Trying to Run AutoGPT via Python 3.11.3 (Windows 10 cmd Virtual Env),CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/356,15.7,Support other Programming Languages,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5466,15.68,Problem with running ThreeSum test,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3027,15.68,Add support for more web broswers.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/248,15.620000000000001,Text files not consistently being read & memorised / difficult to provide context,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4163,15.52,Find a solution to make isort and black NOT slow down challenge contribution,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1918,15.52,GPT asks for root password,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1359,15.5,Examples for benchmarking,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4350,15.48,SYSTEM:  Command google returned: Error: 'NoneType' object is not iterable,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5245,15.46,Auto-GPT ERROR:  No matching distribution found for agent-protocol>=0.1.1,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5463,15.44,./run agent start [agent name] returns sqlite alchemy connection error. ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2101,15.4,Error: Attempted to access path .......   outside of working directory,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1710,15.4,SYSTEM:  Command google returned: Error: No module named 'google.auth',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7227,15.379999999999999,Add support for anthropic tool calling in autogpt/agents/agent.py:100,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2460,15.36,ASK HUMAN FOR HELP,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2180,15.36,Support for Petals,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1412,15.36,Add rich-click CLI,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/270,15.36,Add support for providing OpenAI organization along with the API key,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2553,15.3,API Error: The server had an error while processing your request.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6724,15.26,Investigate and Fix issue with file upload for GCS File Backend,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3353,15.26,"running docker with plugin? failing on "" --install-plugin-deps""",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2229,15.26,Error: The following AI output couldn't be converted to a JSON:,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7811,15.24,Choose third-party services to build initial OAuth support for,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2076,15.219999999999999,Failing to use pre-seeded data and/or chunk a large JSON file,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/8125,15.18,Add integration credentials management to user profile page,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3320,15.18,improvements to git handling (including solution and logic),CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3593,15.16,Separation of execution and planning into different agents,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3141,15.14,Any platform to share users' successful autogpt examples?,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7242,15.120000000000001,Fix llamafile 500 errors on messages with content blocks,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/150,15.120000000000001,Allow asking human assistance/feedback incontinuous mode,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5536,15.08,[Benchmarks & Challenges] Rosetta Code API integration,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6135,15.04,Provide support for gpt-4 turbo (gpt-4-1106-preview),CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1018,15.04,Infinite loop with Error while `execute_python_file`,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7198,15.02,File paths for images in forge docs are out of date,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/82,15.02,option to support other languages [Feature request],CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4701,15,Update docs to cover deprecated and changed config variables for 0.4.1 release (main repo + plugins repo),CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1993,15.0,"Error: Invalid JSON, setting it to empty JSON now.",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1828,15,(Question) Issue running after goals are input (code inside) GPT4 Says it is a Pinecone related issue. ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/912,15,"Error:          Traceback (most recent call last): File ""/Users/gals/Auto-GPT/scripts/main.py"", line 76, in print_assistant_thoughts assistant_reply_json = fix_and_parse_json(assistant_reply) File ""/Users/gals/Auto-GPT/scripts/json_parser.py"", line 51, in fix_and_parse_json brace_index = json_str.index(""{"") ValueError: substring not found",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/586,15,Is it possible that Auto GPT fixes its own code or provides resolution to all these issues that are listed here? I would assume so because it self learns...,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/92,15,"execute_python_file returned: Error: Error while fetching server API version: (2, 'CreateFile', 'The system cannot find the file specified.')",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7114,14.98,Security issue - Docker-compose persisted volumes,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7092,14.98,Allow for Azure Blob Storage file storage backend,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1112,14.98,[Web Browser UI Support] Add Frontend for AutoGPT,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1855,14.96,constant errors tried many things but didnt work,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2902,14.94,Add a PreCheck module to the Auto-Gpt workflow.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7172,14.92,Running the ./run agent start agent name error,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/316,14.92,"Add dir with interesting ""ai_settings""/prompts",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/492,14.9,Support image_size for generate_image command,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/381,14.9,Gateway Error shutsdown the whole application,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1675,14.879999999999999,Add support for local AI models like GPT4All,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/90,14.879999999999999,Command memory_ovr returned: Error: invalid literal for int() with base 10: 'clariontech_blog',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6556,14.86,You'll need to modify execute_step to include LLM behavior.  Follow the tutorial if confused.,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5299,14.86,Problem when authenticating to the frontend,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2068,14.86,"""API Bad Gateway"" Issue - Stuck in Thinking",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/370,14.86,(setup) Traceback (most recent call last): ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/241,14.84,execute_python_file function returns error,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/399,14.82,Sometimes line breaks in PLAN shows as \n,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4361,14.8,The server had an error while processing,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/296,14.8,error During Requirement .txt execution ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6,14.8,Make Auto-GPT aware of it's running cost,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5756,14.719999999999999,Unclear Forge Tutorial Documentation,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5030,14.719999999999999,"Error parsing JSON response with literal eval '{' was never closed (<unknown>, line 1)",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2874,14.7,Error Installing on Raspberry Pi OS,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2546,14.7,[Errno 2] No such file or directory,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/945,14.7,Any plan to support chatglm models？,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/553,14.7,TTS Eleven Labs - Permission Denied,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/15,14.7,Auto-GPT Recursive Self Improvement,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4373,14.68,analyze_code gist or demo commands,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4296,14.68,Issue building Autogpt from docker,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4633,14.66,"Often after more than a dozen steps, when google returned，a time out problem occurs",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2607,14.64,sd set in ENV but error returned,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7241,14.58,Add Claude 3.5 Sonnet support,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1671,14.54,Data Ingestion doesn't work,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/842,14.54,Best way to update AutoGPT ,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/670,14.52,it says there a code error,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4220,14.46,Automated Self Feedback,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/199,14.46,Add support for SearxNG,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1556,14.44,error when given goals,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/304,14.44,Wikidata Query support,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7660,14.42,Make 5 Example Agents,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3877,14.379999999999999,Improve Chinese language support in AutoGPT / 希望能优化中文使用体验，现在的中文使用体验很差,OPEN
https://github.com/Significant-Gravitas/AutoGPT/issues/2885,14.379999999999999,A README of Chinese,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/40,14.379999999999999,Error: Invalid JSON,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/7152,14.36,"Add support for Image, Video, and Audio input into Forge and AutoGPT",OPEN
https://github.com/Significant-Gravitas/AutoGPT/issues/848,14.36,Openai API key 3.5,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/6885,14.34,support to gemini,OPEN
https://github.com/Significant-Gravitas/AutoGPT/issues/4358,14.34,I got many errors,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1816,14.34,what's the matter,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/867,14.34,Redis Authentication Error: AUTH called without password configured,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5134,14.3,Bedrock support,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/106,14.280000000000001,Error: search() got an unexpected keyword argument 'num_results',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1883,14.26,Update README,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/13,14.22,Active Mode,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4404,14.2,Discord bot for tagging postings as potential wiki materials,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/1856,14.2,"""The model: `gpt-4` does not exist error"" on --gpt4only flag",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/5132,14.120000000000001,Persistent Python session / Jupyter Notebook integration,OPEN
https://github.com/Significant-Gravitas/AutoGPT/issues/6708,14.1,Sign in with Google :  Error 400: redirect_uri_mismatch,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/2861,14.08,Error: Attempted to access path | outside of workspace,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/872,14.04,"On fresh download, Error in new current GitHub Repo ",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4917,14,Command browse_website returned: Error: summarize_text() missing 1 required positional argument: 'config',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4713,14,Command get_hyperlinks returned: Error: get_hyperlinks() got an unexpected keyword argument 'filename',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4643,14," when there are a large number of token send to azure, azure will report a max number input limit error",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/4014,14,error  openai.error.AuthenticationError: Incorrect API key provided: your-ope*******-key. You can find your API key at https://platform.openai.com/account/api-keys,CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3921,14,""" Command read_file returned: Error: Attempted to access outside of working directory. "" - Cannot access local files",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3789,14, Command get_text_summary returned: Error: get_text_summary() got an unexpected keyword argument 'filename',CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3728,14,"Error communicating with OpenAI: (‘connection aborted. ‘ , RemoteDisconnected(‘Remote end closed connection without response ‘ ))",CLOSED
https://github.com/Significant-Gravitas/AutoGPT/issues/3522,14,"SYSTEM:  Command execute_python_file returned: Error: Error while fetching server API version: (2, 'CreateFile', '系统找不到指定的文件。')",CLOSED
